Data Medicao	TEMPERATURA MAXIMA, DIARIA (AUT)(°C)	TEMPERATURA MEDIA, DIARIA (AUT)(°C)	TEMPERATURA MINIMA, DIARIA (AUT)(°C)
28/04/2022	27.8	21.8	17.2
